sha8,specialty,formType,kind,bytes,host,engine,query,title,url,path
"be4e011c","psychiatry","intake","pdf","123799","evolve-psychiatry.com","mine-page","","","https://www.evolve-psychiatry.com/_files/ugd/07726c_1bdd94191b0845c39c376428652b9e78.pdf?index=true","/home/jmandel/hobby/intake-forms/raw/pdf/psychiatry__intake__evolve-psychiatry-com__be4e011c9e.pdf"
"d74073cf","psychiatry","intake","pdf","110652","evolve-psychiatry.com","mine-page","","","https://www.evolve-psychiatry.com/_files/ugd/07726c_fb864979343b4e2cb4a19ee56536c4c7.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/psychiatry__intake__evolve-psychiatry-com__d74073cf0a.pdf"
"d5e41e95","psychiatry","intake","pdf","258193","irp.cdn-website.com","mine-page","","","https://irp.cdn-website.com/2bae54a1/files/uploaded/2025_New_Patient_Information_and_Consent_Form_%281%29.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/psychiatry__intake__irp-cdn-website-com__d5e41e95f9.pdf"
"a6e3acbc","psychiatry","intake","pdf","211736","irp.cdn-website.com","mine-page","","","https://irp.cdn-website.com/2bae54a1/files/uploaded/Printable_ROI.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/psychiatry__intake__irp-cdn-website-com__a6e3acbc22.pdf"
"80bc58b3","psychiatry","intake","pdf","111129","irp.cdn-website.com","mine-page","","","https://irp.cdn-website.com/2bae54a1/files/uploaded/Medical_Records_Request_Form.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/psychiatry__intake__irp-cdn-website-com__80bc58b35c.pdf"
"d2ac0478","psychiatry","intake","pdf","126399","irp.cdn-website.com","mine-page","","","https://irp.cdn-website.com/2bae54a1/files/uploaded/Psychotherapy+Note+Release+%281%29.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/psychiatry__intake__irp-cdn-website-com__d2ac04784d.pdf"
"907c7826","geriatrics","prom","pdf","73429","homecaremissouri.org","mine-page","","","https://homecaremissouri.org/projects/falls/documents/Oct2012FINALValidatedFallriskassessmenttool.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/geriatrics__prom__homecaremissouri-org__907c7826dd.pdf"
"d253175b","geriatrics","prom","pdf","251054","geriatrictoolkit.missouri.edu","mine-page","","","https://geriatrictoolkit.missouri.edu/Social-Needs-Screening-Tool-AAFP.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/geriatrics__prom__geriatrictoolkit-missouri-edu__d253175b7e.pdf"
"a56d3c87","fall-risk","prom","pdf","610991","cdc.gov","mine-page","","","https://www.cdc.gov/steadi/media/pdfs/steadi-form-patientreferral-508.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/fall-risk__prom__cdc-gov__a56d3c87f6.pdf"
"1c86f58a","mh-depression","prom","html","200033","mdcalc.com","bing","PHQ-9 patient health questionnaire 9 filetype:pdf","","https://www.mdcalc.com/calc/1725/phq9-patient-health-questionnaire9","/home/jmandel/hobby/intake-forms/raw/html/mh-depression__prom__mdcalc-com__1c86f58ab0.html"
"02e70fa3","mh-depression","prom","pdf","168805","integrationacademy.ahrq.gov","bing","PHQ-9 patient health questionnaire 9 filetype:pdf","","https://integrationacademy.ahrq.gov/sites/default/files/2020-07/PHQ-9.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-depression__prom__integrationacademy-ahrq-gov__02e70fa382.pdf"
"76346f6c","mh-depression","prom","html","163010","hiv.uw.edu","bing","PHQ-9 patient health questionnaire 9 filetype:pdf","","https://www.hiv.uw.edu/page/mental-health-screening/phq-9","/home/jmandel/hobby/intake-forms/raw/html/mh-depression__prom__hiv-uw-edu__76346f6c23.html"
"465d1291","mh-depression","prom","pdf","42017","www2.gov.bc.ca","bing","PHQ-9 patient health questionnaire 9 filetype:pdf","","https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/bc-guidelines/depression_patient_health_questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-depression__prom__www2-gov-bc-ca__465d129173.pdf"
"475f56b0","mh-depression","prom","pdf","142817","med.stanford.edu","bing","PHQ-9 patient health questionnaire 9 filetype:pdf","","https://med.stanford.edu/content/dam/sm/ppc/documents/Mental_Health/PHQ-2_English.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-depression__prom__med-stanford-edu__475f56b09f.pdf"
"a0e675d2","mh-depression","prom","html","229508","phq-9.org","bing","PHQ-9 patient health questionnaire 9 filetype:pdf","","https://phq-9.org/blog/phq-9-for-clinicians-screening-interpreting-monitoring","/home/jmandel/hobby/intake-forms/raw/html/mh-depression__prom__phq-9-org__a0e675d276.html"
"2cf63a92","mh-depression","prom","html","270897","patient.info","bing","PHQ-9 patient health questionnaire 9 filetype:pdf","","https://patient.info/doctor/mental-health/phq-9","/home/jmandel/hobby/intake-forms/raw/html/mh-depression__prom__patient-info__2cf63a9252.html"
"4d264804","mh-anxiety","prom","html","177197","mdcalc.com","bing","GAD-7 anxiety scale filetype:pdf","","https://www.mdcalc.com/calc/1727/gad7-general-anxiety-disorder7","/home/jmandel/hobby/intake-forms/raw/html/mh-anxiety__prom__mdcalc-com__4d264804e7.html"
"e144755a","mh-anxiety","prom","pdf","51652","dartmouth-hitchcock.org","bing","GAD-7 anxiety scale filetype:pdf","","https://www.dartmouth-hitchcock.org/sites/default/files/2021-02/gad-7-anxiety-scale.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-anxiety__prom__dartmouth-hitchcock-org__e144755a45.pdf"
"8e373ff8","mh-bipolar","prom","pdf","27323","ohsu.edu","bing","MDQ mood disorder questionnaire filetype:pdf","","https://www.ohsu.edu/sites/default/files/2019-06/cms-quality-bipolar_disorder_mdq_screener.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-bipolar__prom__ohsu-edu__8e373ff880.pdf"
"2125b90c","mh-bipolar","prom","pdf","38821","ibpf.org","bing","MDQ mood disorder questionnaire filetype:pdf","","https://ibpf.org/wp-content/uploads/2016/11/MDQ.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-bipolar__prom__ibpf-org__2125b90cf3.pdf"
"fb0d6bcb","mh-suicide","prom","pdf","694332","988lifeline.org","bing","Columbia Suicide Severity Rating Scale filetype:pdf","","https://988lifeline.org/wp-content/uploads/2016/09/Suicide-Risk-Assessment-C-SSRS-Lifeline-Version-2014.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-suicide__prom__988lifeline-org__fb0d6bcb3a.pdf"
"239f047f","mh-adhd","prom","pdf","63582","add.org","bing","ASRS adult ADHD self report scale filetype:pdf","","https://add.org/wp-content/uploads/2015/03/adhd-questionnaire-ASRS111.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-adhd__prom__add-org__239f047f28.pdf"
"bd1a1ddc","mh-adhd","prom","pdf","162557","apaservices.org","bing","ASRS adult ADHD self report scale filetype:pdf","","https://www.apaservices.org/practice/reimbursement/health-registry/self-reporting-sympton-scale.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-adhd__prom__apaservices-org__bd1a1ddc8c.pdf"
"fe49a4b2","mh-cognition","prom","pdf","698353","geriatrictoolkit.missouri.edu","bing","MoCA Montreal Cognitive Assessment filetype:pdf","","https://geriatrictoolkit.missouri.edu/cog/MoCA-8.3-English-Test-2018-04.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/mh-cognition__prom__geriatrictoolkit-missouri-edu__fe49a4b2ad.pdf"
"6b9232cb","rheum-fibro","prom","html","144011","sralab.org","bing","FIQR Fibromyalgia Impact Questionnaire revised filetype:pdf","","https://www.sralab.org/rehabilitation-measures/revised-fibromyalgia-impact-questionnaire","/home/jmandel/hobby/intake-forms/raw/html/rheum-fibro__prom__sralab-org__6b9232cbe8.html"
"6206575c","rheum-fibro","prom","pdf","57152","batemanhornecenter.org","bing","FIQR Fibromyalgia Impact Questionnaire revised filetype:pdf","","https://batemanhornecenter.org/wp-content/uploads/2020/05/FIQR-Questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-fibro__prom__batemanhornecenter-org__6206575ce9.pdf"
"7fa7bf01","rheum-fibro","prom","pdf","34389","static.medicine.iupui.edu","bing","FIQR Fibromyalgia Impact Questionnaire revised filetype:pdf","","https://static.medicine.iupui.edu/divisions/rheu/content/physicians/FIQ_scoring_1103b.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-fibro__prom__static-medicine-iupui-edu__7fa7bf019a.pdf"
"9ac8e3b5","rheum-fibro","prom","html","223495","clinicaltoolslibrary.com","bing","FIQR Fibromyalgia Impact Questionnaire revised filetype:pdf","","https://clinicaltoolslibrary.com/fibromyalgia-impact-questionnaire-revised-version-fiqr/","/home/jmandel/hobby/intake-forms/raw/html/rheum-fibro__prom__clinicaltoolslibrary-com__9ac8e3b566.html"
"5b7f7647","ortho-back","prom","pdf","234236","sralab.org","bing","Oswestry Disability Index ODI questionnaire filetype:pdf","","https://www.sralab.org/sites/default/files/2017-07/Oswestry_Low_Back_Disability.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-back__prom__sralab-org__5b7f764755.pdf"
"6de5d844","ortho-back","prom","html","139378","medbridge.com","bing","Oswestry Disability Index ODI questionnaire filetype:pdf","","https://www.medbridge.com/blog/oswestry-disability-index","/home/jmandel/hobby/intake-forms/raw/html/ortho-back__prom__medbridge-com__6de5d8449d.html"
"34405bd0","ent-tinnitus","prom","html","186953","novopsych.com","bing","THI Tinnitus Handicap Inventory filetype:pdf","","https://novopsych.com/assessments/diagnosis/tinnitus-handicap-inventory-thi/","/home/jmandel/hobby/intake-forms/raw/html/ent-tinnitus__prom__novopsych-com__34405bd05d.html"
"2c2ffbd1","ent-voice","prom","html","386824","resref.com","bing","VHI-10 Voice Handicap Index filetype:pdf","","https://resref.com/voice-handicap-index-vhi-guide/","/home/jmandel/hobby/intake-forms/raw/html/ent-voice__prom__resref-com__2c2ffbd103.html"
"a941b2af","ortho-knee","prom","pdf","72708","aaos.org","bing","KOOS Knee injury Osteoarthritis Outcome Score filetype:pdf","","https://www.aaos.org/globalassets/quality-and-practice-resources/patient-reported-outcome-measures/lower-extremities/koos.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-knee__prom__aaos-org__a941b2af00.pdf"
"be90354c","ortho-knee","prom","html","377604","physiotutors.com","bing","KOOS Knee injury Osteoarthritis Outcome Score filetype:pdf","","https://www.physiotutors.com/questionnaires/koos-knee-survey-questionnaire/","/home/jmandel/hobby/intake-forms/raw/html/ortho-knee__prom__physiotutors-com__be90354cad.html"
"3c74d4c5","ortho-knee","prom","html","147337","sralab.org","bing","KOOS Knee injury Osteoarthritis Outcome Score filetype:pdf","","https://www.sralab.org/rehabilitation-measures/knee-injury-and-osteoarthritis-outcome-score","/home/jmandel/hobby/intake-forms/raw/html/ortho-knee__prom__sralab-org__3c74d4c513.html"
"cb7e5ad3","ortho-knee","prom","html","52611","thecalculator.co","bing","KOOS Knee injury Osteoarthritis Outcome Score filetype:pdf","","https://www.thecalculator.co/health/Knee-Injury-And-Osteoarthritis-Outcome-Score-(KOOS)-Calculator-957.html","/home/jmandel/hobby/intake-forms/raw/html/ortho-knee__prom__thecalculator-co__cb7e5ad343.html"
"6b4dd22d","ortho-knee","prom","html","102525","patient.watch","bing","KOOS Knee injury Osteoarthritis Outcome Score filetype:pdf","","https://patient.watch/forms/koos","/home/jmandel/hobby/intake-forms/raw/html/ortho-knee__prom__patient-watch__6b4dd22d5f.html"
"a8f652bc","ortho-knee","prom","pdf","46982","howdenmedicalclinic.com","bing","WOMAC Western Ontario McMaster osteoarthritis filetype:pdf","","https://howdenmedicalclinic.com/wp-content/uploads/2025/05/WOMAC.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-knee__prom__howdenmedicalclinic-com__a8f652bcab.pdf"
"c3dd97fd","ortho-knee","prom","html","105924","patient.watch","bing","WOMAC Western Ontario McMaster osteoarthritis filetype:pdf","","https://patient.watch/forms/womac-osteoarthritis-index","/home/jmandel/hobby/intake-forms/raw/html/ortho-knee__prom__patient-watch__c3dd97fdd1.html"
"47733d7b","ortho-knee","prom","html","128112","sralab.org","bing","WOMAC Western Ontario McMaster osteoarthritis filetype:pdf","","https://www.sralab.org/rehabilitation-measures/western-ontario-and-mcmaster-universities-osteoarthritis-index","/home/jmandel/hobby/intake-forms/raw/html/ortho-knee__prom__sralab-org__47733d7bfa.html"
"7ea1da3b","ortho-knee","prom","pdf","885298","howardhead.org","bing","WOMAC Western Ontario McMaster osteoarthritis filetype:pdf","","https://www.howardhead.org/pdf/HHSM/forms/Total_Knee.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-knee__prom__howardhead-org__7ea1da3b19.pdf"
"8ce884db","neuro-migraine","prom","pdf","32773","headaches.org","bing","MIDAS Migraine Disability Assessment filetype:pdf","","https://headaches.org/wp-content/uploads/midas.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/neuro-migraine__prom__headaches-org__8ce884db02.pdf"
"b1c10a82","ortho-shoulder","prom","pdf","322203","esvw.com","bing","ASES American Shoulder Elbow Surgeons score filetype:pdf","","https://www.esvw.com/files/documents/ASESF-2026-Prospectus-fesdmdatm54vnkzonzitz.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-shoulder__prom__esvw-com__b1c10a8248.pdf"
"e4e52104","neuro-migraine","prom","pdf","38381","sonoranhealth.org","bing","MIDAS Migraine Disability Assessment filetype:pdf","","https://www.sonoranhealth.org/resources/MIDAS+Migraine+Questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/neuro-migraine__prom__sonoranhealth-org__e4e521049b.pdf"
"07639389","ortho-shoulder","prom","html","100563","mdapp.co","bing","ASES American Shoulder Elbow Surgeons score filetype:pdf","","https://www.mdapp.co/american-shoulder-and-elbow-surgeons-ases-score-calculator-607/","/home/jmandel/hobby/intake-forms/raw/html/ortho-shoulder__prom__mdapp-co__0763938994.html"
"420aba25","neuro-migraine","prom","pdf","178995","brighamandwomensfaulkner.org","bing","MIDAS Migraine Disability Assessment filetype:pdf","","https://www.brighamandwomensfaulkner.org/assets/faulkner/headache-center/documents/midas-questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/neuro-migraine__prom__brighamandwomensfaulkner-org__420aba25b9.pdf"
"26d7371e","neuro-migraine","prom","pdf","62338","scripps.org","bing","MIDAS Migraine Disability Assessment filetype:pdf","","https://www.scripps.org/sparkle-assets/documents/web059migraineassessmenttest.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/neuro-migraine__prom__scripps-org__26d7371e86.pdf"
"33970af1","neuro-migraine","prom","pdf","295470","theportlandclinic.com","bing","MIDAS Migraine Disability Assessment filetype:pdf","","https://www.theportlandclinic.com/wp-content/uploads/2017/06/11117-Migraine-Assessment.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/neuro-migraine__prom__theportlandclinic-com__33970af168.pdf"
"087e00ed","ortho-shoulder","prom","pdf","22732","denalipt.com","bing","SPADI Shoulder Pain Disability Index filetype:pdf","","https://denalipt.com/wp-content/uploads/Shoulder-Pain-and-Disability-Index.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-shoulder__prom__denalipt-com__087e00edcb.pdf"
"4d48e9fc","ortho-shoulder","prom","html","41226","thecalculator.co","bing","SPADI Shoulder Pain Disability Index filetype:pdf","","https://www.thecalculator.co/health/Shoulder-Pain-And-Disability-Index-(SPADI)-Calculator-959.html","/home/jmandel/hobby/intake-forms/raw/html/ortho-shoulder__prom__thecalculator-co__4d48e9fc16.html"
"30aec050","ortho-shoulder","prom","pdf","10423","health.uconn.edu","bing","SPADI Shoulder Pain Disability Index filetype:pdf","","https://health.uconn.edu/rehabilitation/wp-content/uploads/sites/94/2017/02/form_spadi.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-shoulder__prom__health-uconn-edu__30aec050be.pdf"
"1db6ce8d","ortho-shoulder","prom","html","103635","mdapp.co","bing","SPADI Shoulder Pain Disability Index filetype:pdf","","https://www.mdapp.co/shoulder-pain-and-disability-index-spadi-calculator-229/","/home/jmandel/hobby/intake-forms/raw/html/ortho-shoulder__prom__mdapp-co__1db6ce8d85.html"
"c353171f","ortho-foot","prom","pdf","240752","howardhead.org","bing","FAAM Foot Ankle Ability Measure filetype:pdf","","https://www.howardhead.org/pdf/HHSM/forms/Foot_Ankle.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-foot__prom__howardhead-org__c353171ffd.pdf"
"1062245e","ortho-foot","prom","pdf","18441","centerforpt.net","bing","FAAM Foot Ankle Ability Measure filetype:pdf","","http://centerforpt.net/wp-content/uploads/2016/10/Foot-and-Ankle-Ability-Measure.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-foot__prom__centerforpt-net__1062245e60.pdf"
"89da8a3f","ortho-foot","prom","html","388656","resref.com","bing","FAAM Foot Ankle Ability Measure filetype:pdf","","https://resref.com/foot-ankle-ability-measure-faam-guide/","/home/jmandel/hobby/intake-forms/raw/html/ortho-foot__prom__resref-com__89da8a3f87.html"
"c75ae23f","ortho-upper","prom","pdf","64655","sralab.org","bing","QuickDASH Disabilities Arm Shoulder Hand filetype:pdf","","https://www.sralab.org/sites/default/files/2017-06/quickdash_test.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-upper__prom__sralab-org__c75ae23f0b.pdf"
"34ffcf7c","ortho-upper","prom","html","38246","orthopaedicscore.com","bing","QuickDASH Disabilities Arm Shoulder Hand filetype:pdf","","http://orthopaedicscore.com/scorepages/disabilities_of_arm_shoulder_hand_score_quickdash.html","/home/jmandel/hobby/intake-forms/raw/html/ortho-upper__prom__orthopaedicscore-com__34ffcf7c50.html"
"430f4b78","ortho-upper","prom","html","145041","medbridge.com","bing","QuickDASH Disabilities Arm Shoulder Hand filetype:pdf","","https://www.medbridge.com/blog/quickdash-what-it-measures-how-to-score-it-and-why-it-matters","/home/jmandel/hobby/intake-forms/raw/html/ortho-upper__prom__medbridge-com__430f4b7820.html"
"c4dcb191","ortho-upper","prom","pdf","149044","rpmrehab.com","bing","QuickDASH Disabilities Arm Shoulder Hand filetype:pdf","","https://rpmrehab.com/wp-content/uploads/2021/05/Quick-Dash.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-upper__prom__rpmrehab-com__c4dcb1918e.pdf"
"01f14cbe","ortho-upper","prom","html","105841","patient.watch","bing","QuickDASH Disabilities Arm Shoulder Hand filetype:pdf","","https://patient.watch/forms/quickdash","/home/jmandel/hobby/intake-forms/raw/html/ortho-upper__prom__patient-watch__01f14cbe82.html"
"9b93c568","ortho-lower","prom","pdf","36593","honorhealth.com","bing","LEFS Lower Extremity Functional Scale filetype:pdf","","https://www.honorhealth.com/sites/default/files/documents/medical-services/leg-functional-scale-form.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-lower__prom__honorhealth-com__9b93c5688b.pdf"
"d23015b4","ortho-lower","prom","html","122263","sralab.org","bing","LEFS Lower Extremity Functional Scale filetype:pdf","","https://www.sralab.org/rehabilitation-measures/lower-extremity-functional-scale","/home/jmandel/hobby/intake-forms/raw/html/ortho-lower__prom__sralab-org__d23015b4b1.html"
"05d33747","ortho-lower","prom","pdf","129156","uhs.fsu.edu","bing","LEFS Lower Extremity Functional Scale filetype:pdf","","https://uhs.fsu.edu/sites/g/files/upcbnu1651/files/docs/PT/LEFS.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-lower__prom__uhs-fsu-edu__05d33747ad.pdf"
"6b8b87a9","neuro-stroke","prom","html","69339","ninds.nih.gov","bing","NIHSS NIH Stroke Scale filetype:pdf","","https://www.ninds.nih.gov/health-information/stroke/assess-and-treat/nih-stroke-scale","/home/jmandel/hobby/intake-forms/raw/html/neuro-stroke__prom__ninds-nih-gov__6b8b87a973.html"
"eceb9639","ortho-lower","prom","html","97610","boneandspine.com","bing","LEFS Lower Extremity Functional Scale filetype:pdf","","https://boneandspine.com/lower-extremity-functional-scale/","/home/jmandel/hobby/intake-forms/raw/html/ortho-lower__prom__boneandspine-com__eceb96397e.html"
"bed2dda2","ortho-lower","prom","pdf","241409","bu.edu","bing","LEFS Lower Extremity Functional Scale filetype:pdf","","https://www.bu.edu/rehab/files/2020/03/LEFS_English_fillable.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-lower__prom__bu-edu__bed2dda235.pdf"
"cce3d65b","ortho-lower","prom","pdf","72942","premierptreno.com","bing","LEFS Lower Extremity Functional Scale filetype:pdf","","https://www.premierptreno.com/paperwork/index_lefs.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-lower__prom__premierptreno-com__cce3d65b17.pdf"
"6af02573","ortho-lower","prom","pdf","349879","spinesportscare.com","bing","LEFS Lower Extremity Functional Scale filetype:pdf","","https://spinesportscare.com/wp-content/uploads/2018/11/Lower-Extremity-Functional-Scale.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/ortho-lower__prom__spinesportscare-com__6af0257317.pdf"
"d8c3ad31","neuro-stroke","prom","html","520127","quizlet.com","bing","NIHSS NIH Stroke Scale filetype:pdf","","https://quizlet.com/1151134154/nih-stroke-scale-nihss-all-test-groups-a-f-patients-1-6-complete-answer-key-updated-spring-2026-verified-solutions-flash-cards/","/home/jmandel/hobby/intake-forms/raw/html/neuro-stroke__prom__quizlet-com__d8c3ad31f3.html"
"735eb3bd","neuro-stroke","prom","html","292267","nurseslab.in","bing","NIHSS NIH Stroke Scale filetype:pdf","","https://nurseslab.in/nursing-notes/diagnostic/nih-stroke-scale/","/home/jmandel/hobby/intake-forms/raw/html/neuro-stroke__prom__nurseslab-in__735eb3bddd.html"
"0a33751b","urology-bph","prom","html","224943","mdcalc.com","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://www.mdcalc.com/calc/10462/american-urological-association-symptom-index-aua-si","/home/jmandel/hobby/intake-forms/raw/html/urology-bph__prom__mdcalc-com__0a33751b50.html"
"0fe72e1f","urology-bph","prom","pdf","18285","browardurologycenter.com","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://www.browardurologycenter.com/pdf/ipss.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/urology-bph__prom__browardurologycenter-com__0fe72e1fc0.pdf"
"c1294b40","urology-bph","prom","pdf","55002","prostate.ie","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://prostate.ie/wp-content/uploads/IPSS.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/urology-bph__prom__prostate-ie__c1294b4041.pdf"
"8f175f61","urology-bph","prom","pdf","29794","lvhn.org","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://www.lvhn.org/sites/default/files/assets/lvpg2/IPSS_SHIM.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/urology-bph__prom__lvhn-org__8f175f610d.pdf"
"b9939ac4","cardio-hf","prom","pdf","80149","cvam.com","bing","KCCQ-12 Kansas City Cardiomyopathy filetype:pdf","","https://cvam.com/wp-content/uploads/2019/07/KCCQ-Questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-hf__prom__cvam-com__b9939ac4b3.pdf"
"f2eaeefe","urology-bph","prom","pdf","563276","urolift.com","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://www.urolift.com/hubfs/UroLift_2024/PDFs/IPSS%20Survey%20-Rev%20F-1.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/urology-bph__prom__urolift-com__f2eaeefed3.pdf"
