sha8,specialty,formType,kind,bytes,host,engine,query,title,url,path
"d1a606eb","urology-bph","prom","html","32243","disabled-world.com","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://www.disabled-world.com/calculators-charts/ipss-table.php","/home/jmandel/hobby/intake-forms/raw/html/urology-bph__prom__disabled-world-com__d1a606ebda.html"
"43033202","urology-bph","prom","pdf","1193004","uclahealth.org","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://www.uclahealth.org/sites/default/files/documents/Prostate-EPIC-Symptom-Questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/urology-bph__prom__uclahealth-org__43033202da.pdf"
"aada73e2","urology-bph","prom","pdf","449123","primarycareurologysociety.org","bing","IPSS International Prostate Symptom Score filetype:pdf","","https://primarycareurologysociety.org/downloads/ipss.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/urology-bph__prom__primarycareurologysociety-org__aada73e2a9.pdf"
"9a0de390","cardio-hf","prom","html","366914","resref.com","bing","KCCQ-12 Kansas City Cardiomyopathy filetype:pdf","","https://resref.com/kccq-heart-failure-assessment-guide/","/home/jmandel/hobby/intake-forms/raw/html/cardio-hf__prom__resref-com__9a0de390d0.html"
"43bcfcda","cardio-hf","prom","pdf","93498","reginfo.gov","bing","KCCQ-12 Kansas City Cardiomyopathy filetype:pdf","","https://www.reginfo.gov/public/do/DownloadDocument?objectID=65662002","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-hf__prom__reginfo-gov__43bcfcda9e.pdf"
"95189ed0","cardio-hf","prom","html","1051076","scribd.com","bing","KCCQ-12 Kansas City Cardiomyopathy filetype:pdf","","https://www.scribd.com/document/621687374/KCCQ-Scoring","/home/jmandel/hobby/intake-forms/raw/html/cardio-hf__prom__scribd-com__95189ed05f.html"
"3755d0ac","cardio-angina","prom","pdf","219289","ahajournals.org","brave","SAQ-7 Seattle Angina Questionnaire filetype:pdf","","https://www.ahajournals.org/doi/pdf/10.1161/CIRCOUTCOMES.114.000967","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-angina__prom__ahajournals-org__3755d0acc8.pdf"
"4466c9aa","cardio-angina","prom","pdf","110819","biolincc.nhlbi.nih.gov","brave","SAQ-7 Seattle Angina Questionnaire filetype:pdf","","https://biolincc.nhlbi.nih.gov/media/studies/wave/Forms/Seattle%20angina%20questionnaire.pdf?link_time=2018-08-12_12:10:16.970096","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-angina__prom__biolincc-nhlbi-nih-gov__4466c9aa70.pdf"
"cfdd9042","cardio-angina","prom","pdf","2481685","eprints.gla.ac.uk","brave","SAQ-7 Seattle Angina Questionnaire filetype:pdf","","https://eprints.gla.ac.uk/287042/1/287042.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-angina__prom__eprints-gla-ac-uk__cfdd90425a.pdf"
"42eda3b6","cardio-angina","prom","pdf","522059","eurointervention.pcronline.com","brave","SAQ-7 Seattle Angina Questionnaire filetype:pdf","","https://eurointervention.pcronline.com/article/relationship-between-initial-treatment-strategy-and-quality-of-life-in-patients-with-coronary-chronic-total-occlusions/pdf","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-angina__prom__eurointervention-pcronline-com__42eda3b675.pdf"
"9ca9acfe","cardio-angina","prom","pdf","207428","revista.ceremgoias.org.br","brave","SAQ-7 Seattle Angina Questionnaire filetype:pdf","","https://revista.ceremgoias.org.br/index.php/CEREM/article/download/62/98/189","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-angina__prom__revista-ceremgoias-org-br__9ca9acfe95.pdf"
"8688dbc8","cardio-angina","prom","pdf","335767","scispace.com","brave","SAQ-7 Seattle Angina Questionnaire filetype:pdf","","https://scispace.com/pdf/effect-of-angina-under-recognition-on-treatment-in-10diov4151.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/cardio-angina__prom__scispace-com__8688dbc8ca.pdf"
"153870ce","diabetes","prom","pdf","85034","huskyhealthct.org","brave","PAID Problem Areas in Diabetes scale filetype:pdf","","https://www.huskyhealthct.org/providers/provider_postings/diabetes/PAID_problem_areas_in_diabetes_questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/diabetes__prom__huskyhealthct-org__153870cee3.pdf"
"a651b0a5","diabetes","prom","pdf","250410","professional.diabetes.org","brave","PAID Problem Areas in Diabetes scale filetype:pdf","","https://professional.diabetes.org/sites/default/files/media/ada_mental_health_toolkit_questionnaires.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/diabetes__prom__professional-diabetes-org__a651b0a587.pdf"
"42741f27","diabetes","prom","pdf","396434","ndss.com.au","brave","PAID Problem Areas in Diabetes scale filetype:pdf","","https://www.ndss.com.au/wp-content/uploads/resources/diabetes-emotional-health-handbook-questionnaires.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/diabetes__prom__ndss-com-au__42741f2763.pdf"
"6e5d41e8","diabetes","prom","pdf","329454","pdf4pro.com","brave","PAID Problem Areas in Diabetes scale filetype:pdf","","https://pdf4pro.com/cdn/problem-areas-in-diabetes-paid-scale-1ec55e.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/diabetes__prom__pdf4pro-com__6e5d41e8f9.pdf"
"0fae0108","diabetes","prom","pdf","407895","cmcendovellore.org","brave","PAID Problem Areas in Diabetes scale filetype:pdf","","https://www.cmcendovellore.org/wp-content/uploads/The-utility-of-Problem-Areas-in-Diabetes-PAID-scale-amongst-patients-with-Type-2-diabetes-T2DM-An-experience-from-a-teaching-hospital-in-Southern-India.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/diabetes__prom__cmcendovellore-org__0fae010825.pdf"
"7dd4ee2a","diabetes","prom","pdf","553580","frontiersin.org","brave","PAID Problem Areas in Diabetes scale filetype:pdf","","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.843164/pdf","/home/jmandel/hobby/intake-forms/raw/pdf/diabetes__prom__frontiersin-org__7dd4ee2acc.pdf"
"afec18d6","gyn-sexual","prom","html","309526","cigna.com","bing","FSFI Female Sexual Function Index filetype:pdf","","https://www.cigna.com/individuals-families/member-guide/","/home/jmandel/hobby/intake-forms/raw/html/gyn-sexual__prom__cigna-com__afec18d6c3.html"
"abc9a950","pulm-copd","prom","pdf","246236","scispace.com","brave","mMRC Modified Medical Research Council Dyspnea filetype:pdf","","https://scispace.com/pdf/the-modified-medical-research-council-dyspnoea-scale-is-a-5hwerxqq5v.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pulm-copd__prom__scispace-com__abc9a950dd.pdf"
"c6d26049","pulm-copd","prom","pdf","1660524","openaccess.sgul.ac.uk","brave","mMRC Modified Medical Research Council Dyspnea filetype:pdf","","https://openaccess.sgul.ac.uk/id/eprint/114877/1/COPD-372318-evaluation-of-the-individual-activity-descriptors-of-the-mmr.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pulm-copd__prom__openaccess-sgul-ac-uk__c6d26049ff.pdf"
"d2d8df5e","pulm-copd","prom","pdf","212300","aacvpr.org","brave","mMRC Modified Medical Research Council Dyspnea filetype:pdf","","https://www.aacvpr.org/Portals/0/Improvement%20in%20Dyspnea%20Performance%20Measure%20Specifications_1.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pulm-copd__prom__aacvpr-org__d2d8df5ef4.pdf"
"f14b98f0","geri-adl","prom","pdf","153373","albertahealthservices.ca","bing","Barthel Index ADL filetype:pdf","","https://www.albertahealthservices.ca/assets/about/scn/ahs-scn-bjh-hf-barthel-index-of-adls.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/geri-adl__prom__albertahealthservices-ca__f14b98f003.pdf"
"e1efc583","geri-adl","prom","html","80278","physio-pedia.com","bing","Barthel Index ADL filetype:pdf","","https://www.physio-pedia.com/Barthel_Index","/home/jmandel/hobby/intake-forms/raw/html/geri-adl__prom__physio-pedia-com__e1efc5833b.html"
"28335203","geri-adl","prom","pdf","54881","massgeneral.org","bing","Barthel Index ADL filetype:pdf","","https://www.massgeneral.org/assets/mgh/pdf/neurology/stop-stroke/barthel_index.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/geri-adl__prom__massgeneral-org__283352038a.pdf"
"6cb48a6b","geri-skin","prom","html","161938","wtcs.pressbooks.pub","bing","Braden Scale pressure ulcer filetype:pdf","","https://wtcs.pressbooks.pub/nursingfundamentals/chapter/10-5-braden-scale/","/home/jmandel/hobby/intake-forms/raw/html/geri-skin__prom__wtcs-pressbooks-pub__6cb48a6b5b.html"
"1f5c18ba","geri-skin","prom","html","314285","studyingnurse.com","bing","Braden Scale pressure ulcer filetype:pdf","","https://studyingnurse.com/study/braden-scale/","/home/jmandel/hobby/intake-forms/raw/html/geri-skin__prom__studyingnurse-com__1f5c18baa9.html"
"548126ff","gi-rome","prom","pdf","392080","pghn.org","brave","Rome IV diagnostic criteria adult filetype:pdf","","https://pghn.org/pdf/10.5223/pghn.2017.20.1.1","/home/jmandel/hobby/intake-forms/raw/pdf/gi-rome__prom__pghn-org__548126ffca.pdf"
"9bfc3b9c","gi-rome","prom","pdf","237539","essentialsofibs.com","brave","Rome IV diagnostic criteria adult filetype:pdf","","https://www.essentialsofibs.com/content/dam/essentialsofibs/pdf/IBS-Diagnostic-Pathway.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/gi-rome__prom__essentialsofibs-com__9bfc3b9ce1.pdf"
"b7f30224","onc-qol","prom","html","557579","omnicalculator.com","bing","EORTC QLQ-C30 quality of life filetype:pdf","","https://www.omnicalculator.com/health/eortc-bladder-cancer","/home/jmandel/hobby/intake-forms/raw/html/onc-qol__prom__omnicalculator-com__b7f30224cc.html"
"43927be3","sleep","prom","pdf","147852","med.upenn.edu","bing","Epworth Sleepiness Scale ESS filetype:pdf","","https://www.med.upenn.edu/cbti/assets/user-content/documents/Epworth%20Sleepiness%20Scale%20(ESS).pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__med-upenn-edu__43927be363.pdf"
"2bb214e7","sleep","prom","pdf","48510","sleep.hms.harvard.edu","bing","Epworth Sleepiness Scale ESS filetype:pdf","","https://sleep.hms.harvard.edu/sites/default/files/assets/Narcolepsy%20Pictures/Epworth_Sleepiness_Scale.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__sleep-hms-harvard-edu__2bb214e7b3.pdf"
"e8a1c90c","sleep","prom","pdf","15212","best.barnsleyccg.nhs.uk","bing","Epworth Sleepiness Scale ESS filetype:pdf","","https://best.barnsleyccg.nhs.uk/media/om2m5w2d/epworth-sleepiness-score.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__best-barnsleyccg-nhs-uk__e8a1c90cd6.pdf"
"400cbba7","sleep","prom","pdf","97457","aaosh.org","bing","Epworth Sleepiness Scale ESS filetype:pdf","","https://www.aaosh.org/hubfs/Resources/epworth-sleepiness-scale-ess.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__aaosh-org__400cbba7e6.pdf"
"6e76ee35","sleep","prom","pdf","202025","med.upenn.edu","bing","Insomnia Severity Index ISI filetype:pdf","","https://www.med.upenn.edu/cbti/assets/user-content/documents/Insomnia%20Severity%20Index%20(ISI).pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__med-upenn-edu__6e76ee350d.pdf"
"11050a6e","sleep","prom","pdf","31478","deploymentpsych.org","bing","Insomnia Severity Index ISI filetype:pdf","","https://deploymentpsych.org/system/files/member_resource/Insomnia%20Severity%20Index%20-ISI.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__deploymentpsych-org__11050a6e0c.pdf"
"6d397036","sleep","prom","html","121428","healthcalculatoronline.com","bing","Insomnia Severity Index ISI filetype:pdf","","https://healthcalculatoronline.com/insomnia-calculator/","/home/jmandel/hobby/intake-forms/raw/html/sleep__prom__healthcalculatoronline-com__6d39703670.html"
"063fb999","sleep","prom","pdf","156325","sleepdoc.net","bing","Insomnia Severity Index ISI filetype:pdf","","https://www.sleepdoc.net/wp-content/uploads/2024/12/Insomnia-Severity-Index-ISI.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__sleepdoc-net__063fb999df.pdf"
"23659e95","sleep","prom","pdf","143286","sleep.hms.harvard.edu","bing","Insomnia Severity Index ISI filetype:pdf","","https://sleep.hms.harvard.edu/sites/default/files/assets/Insomnia%20Pictures/Insomnia%20Severity%20Index.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__sleep-hms-harvard-edu__23659e95c7.pdf"
"19337223","sleep","prom","pdf","19357","cets.ulaval.ca","bing","Insomnia Severity Index ISI filetype:pdf","","https://www.cets.ulaval.ca/sites/cets.ulaval.ca/files/insomnia_severity_index.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__cets-ulaval-ca__19337223a0.pdf"
"f333615b","sleep","prom","html","223051","clinicaltoolslibrary.com","bing","Insomnia Severity Index ISI filetype:pdf","","https://clinicaltoolslibrary.com/insomnia-severity-index-isi/","/home/jmandel/hobby/intake-forms/raw/html/sleep__prom__clinicaltoolslibrary-com__f333615b5b.html"
"573f3038","sleep","prom","pdf","144418","med.upenn.edu","bing","STOP-Bang Questionnaire filetype:pdf","","https://www.med.upenn.edu/cbti/assets/user-content/documents/STOP-Bang.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/sleep__prom__med-upenn-edu__573f303805.pdf"
"1cd316a9","alcohol","prom","html","358058","americanaddictioncenters.org","bing","CIWA-Ar Clinical Institute Withdrawal Alcohol Revised filetype:pdf","","https://americanaddictioncenters.org/alcohol/rehab-treatment/ciwa-ar-alcohol-assessment","/home/jmandel/hobby/intake-forms/raw/html/alcohol__prom__americanaddictioncenters-org__1cd316a936.html"
"040147de","alcohol","prom","html","26035","hospitalhandbook.ucsf.edu","bing","CIWA-Ar Clinical Institute Withdrawal Alcohol Revised filetype:pdf","","https://hospitalhandbook.ucsf.edu/content/03-alcohol-withdrawal","/home/jmandel/hobby/intake-forms/raw/html/alcohol__prom__hospitalhandbook-ucsf-edu__040147dec2.html"
"4ffca235","pain","prom","pdf","1216271","aoiphysicaltherapy.com","brave","McGill Pain Questionnaire filetype:pdf","","https://www.aoiphysicaltherapy.com/pdf/mcgill-pain-questionnaaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pain__prom__aoiphysicaltherapy-com__4ffca23580.pdf"
"e58f3799","pain","prom","pdf","533327","cdn-links.lww.com","brave","McGill Pain Questionnaire filetype:pdf","","https://cdn-links.lww.com/permalink/aap/a/aap_39_6_2014_08_21_ortner_rapm2014-263_sdc4.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pain__prom__cdn-links-lww-com__e58f37999e.pdf"
"1c8aaabc","pain","prom","pdf","204157","ncor.org.uk","brave","McGill Pain Questionnaire filetype:pdf","","https://ncor.org.uk/wp/wp-content/uploads/2012/12/Short-Form-McGill-Pain-Questionnaire.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pain__prom__ncor-org-uk__1c8aaabc26.pdf"
"bf6deaa1","pain","prom","pdf","136357","jmatonline.com","brave","McGill Pain Questionnaire filetype:pdf","","http://www.jmatonline.com/PDF/89-PB-846-853.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pain__prom__jmatonline-com__bf6deaa115.pdf"
"8f9c6d6c","pain","prom","pdf","435901","cambridge.org","brave","McGill Pain Questionnaire filetype:pdf","","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/081C6484A8FAC6F790C0671BDFF31C43/S1478951524001731a.pdf/psychometric_properties_of_the_shortform_mcgill_pain_questionnaire_sfmpq_in_adult_mexican_cancer_patients_with_chronic_pain.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pain__prom__cambridge-org__8f9c6d6cd3.pdf"
"68173054","pain","prom","pdf","137665","pdf4pro.com","brave","McGill Pain Questionnaire filetype:pdf","","https://pdf4pro.com/amp/cdn/mcgill-pain-questionnaire-ncor-593c2b.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/pain__prom__pdf4pro-com__6817305498.pdf"
"4cea53d5","peds-pain","prom","pdf","29409","dshs.wa.gov","brave","FLACC pain scale filetype:pdf","","https://www.dshs.wa.gov/sites/default/files/ALTSA/stakeholders/documents/duals/toolkit/forms/Pain%20Scale%20FLACC.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-pain__prom__dshs-wa-gov__4cea53d52c.pdf"
"8d9dab44","peds-pain","prom","pdf","213207","mcgill.ca","brave","FLACC pain scale filetype:pdf","","https://www.mcgill.ca/anesthesia/files/anesthesia/flacc_pain_scale.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-pain__prom__mcgill-ca__8d9dab448e.pdf"
"3d2d2441","peds-pain","prom","pdf","477085","vicsi-ltci.ca","brave","FLACC pain scale filetype:pdf","","https://vicsi-ltci.ca/wp-content/uploads/2021/06/flacc-behavioural-pain-assessment-scale.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-pain__prom__vicsi-ltci-ca__3d2d244150.pdf"
"2fcc648d","rheum-ra","prom","pdf","122454","integrationacademy.ahrq.gov","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://integrationacademy.ahrq.gov/sites/default/files/2020-07/HAQ-DI.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__integrationacademy-ahrq-gov__2fcc648d72.pdf"
"a3a96818","rheum-ra","prom","pdf","99078","niehs.nih.gov","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www.niehs.nih.gov/sites/default/files/research/resources/assets/docs/haq_instructions_508.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__niehs-nih-gov__a3a9681854.pdf"
"281e2e64","rheum-ra","prom","pdf","123576","selfmanagementresource.com","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://selfmanagementresource.com/wp-content/uploads/English_-_Stanford_haq20.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__selfmanagementresource-com__281e2e649e.pdf"
"536def57","rheum-ra","prom","pdf","982803","ijcmr.com","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www.ijcmr.com/uploads/7/7/4/6/77464738/ijcmr_3455_v1.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__ijcmr-com__536def57db.pdf"
"86b29d80","rheum-ra","prom","pdf","231460","lyddell.com","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://lyddell.com/wp-content/uploads/2020/10/RA-HAQ.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__lyddell-com__86b29d804d.pdf"
"24c00ea4","rheum-ra","prom","pdf","969810","niehs.nih.gov","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www.niehs.nih.gov/sites/default/files/research/resources/assets/docs/health_assessment_questionnaire_haq_form_508.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__niehs-nih-gov__24c00ea46e.pdf"
"5974eba9","rheum-ra","prom","pdf","320882","clinexprheumatol.org","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www.clinexprheumatol.org/article.asp?a=3414","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__clinexprheumatol-org__5974eba998.pdf"
"a3e801c8","rheum-ra","prom","pdf","66855","clinexprheumatol.org","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www.clinexprheumatol.org/article.asp?a=2681","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__clinexprheumatol-org__a3e801c87e.pdf"
"7da2a606","rheum-ra","prom","pdf","131544","niehs.nih.gov","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www.niehs.nih.gov/research/resources/assets/docs/chaq_instructions_508.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__niehs-nih-gov__7da2a60602.pdf"
"6fe20976","rheum-ra","prom","pdf","65619","nvr.nl","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www.nvr.nl/wp-content/uploads/2018/07/HAQ-Instructions.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__nvr-nl__6fe2097687.pdf"
"4055328c","rheum-ra","prom","pdf","540436","www2.gov.bc.ca","brave","HAQ-DI Health Assessment Questionnaire Disability Index filetype:pdf","","https://www2.gov.bc.ca/assets/gov/health/forms/5383fil.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__www2-gov-bc-ca__4055328cbe.pdf"
"e6c80dea","peds-dev","prom","pdf","122938","med.unc.edu","bing","Edinburgh Postnatal Depression Scale EPDS filetype:pdf","","https://www.med.unc.edu/ncmatters/wp-content/uploads/sites/1000/2025/04/edinburghscale.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-dev__prom__med-unc-edu__e6c80dea4b.pdf"
"f848ee28","peds-dev","prom","pdf","124568","postpartumcarefoundation.org","bing","Edinburgh Postnatal Depression Scale EPDS filetype:pdf","","https://postpartumcarefoundation.org/wp-content/uploads/2021/05/Edinburgh_Scale_EPDS.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-dev__prom__postpartumcarefoundation-org__f848ee28af.pdf"
"36c475e2","peds-dev","prom","pdf","1624190","medicine.tulane.edu","bing","Edinburgh Postnatal Depression Scale EPDS filetype:pdf","","https://medicine.tulane.edu/sites/default/files/2024-04/edps_2024.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-dev__prom__medicine-tulane-edu__36c475e2fb.pdf"
"c193ebc7","peds-dev","prom","pdf","92696","sanfordpediatrics.com","bing","Edinburgh Postnatal Depression Scale EPDS filetype:pdf","","https://www.sanfordpediatrics.com/wp/wp-content/uploads/EPDS-English.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-dev__prom__sanfordpediatrics-com__c193ebc763.pdf"
"47699674","peds-dev","prom","pdf","26706","healthcare.uiowa.edu","bing","Edinburgh Postnatal Depression Scale EPDS filetype:pdf","","https://www.healthcare.uiowa.edu/familymedicine/fpinfo/Docs/EPDS.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-dev__prom__healthcare-uiowa-edu__47699674ea.pdf"
"648522eb","peds-dev","prom","pdf","73798","postpartale-depression.ch","bing","Edinburgh Postnatal Depression Scale EPDS filetype:pdf","","https://postpartale-depression.ch/images/media/pdf/downloads/EPDS_Update/EPDS_Englisch.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/peds-dev__prom__postpartale-depression-ch__648522ebed.pdf"
"7d64331b","rheum-ra","prom","pdf","424836","jrheum.org","bing","RAPID3 Routine Assessment Patient Index Data filetype:pdf","","https://www.jrheum.org/content/jrheum/35/11/2136.full.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__jrheum-org__7d64331bf0.pdf"
"0db44b98","rheum-ra","prom","pdf","3037517","personalempowermentportal.com","bing","RAPID3 Routine Assessment Patient Index Data filetype:pdf","","https://www.personalempowermentportal.com/files/PP-XEL-USA-8248-RAPID3-Questionnaire_English.pdf","/home/jmandel/hobby/intake-forms/raw/pdf/rheum-ra__prom__personalempowermentportal-com__0db44b9888.pdf"
"495d8720","rheum-ra","prom","html","273140","sciencedirect.com","bing","RAPID3 Routine Assessment Patient Index Data filetype:pdf","","https://www.sciencedirect.com/topics/medicine-and-dentistry/routine-assessment-of-patient-index-data","/home/jmandel/hobby/intake-forms/raw/html/rheum-ra__prom__sciencedirect-com__495d8720fe.html"
"124b3e20","general-prom","prom","html","220063","sprypt.com","bing","PROMIS-29 v2.1 profile filetype:pdf","","https://www.sprypt.com/proms/promis-global-health","/home/jmandel/hobby/intake-forms/raw/html/general-prom__prom__sprypt-com__124b3e20be.html"
"1d47c3f5","rheum-spond","prom","html","312813","sciencedirect.com","bing","BASDAI Bath Ankylosing Spondylitis Disease Activity filetype:pdf","","https://www.sciencedirect.com/topics/medicine-and-dentistry/basdai","/home/jmandel/hobby/intake-forms/raw/html/rheum-spond__prom__sciencedirect-com__1d47c3f557.html"
